state,effective_date,terminal,fuel_type,price_cents_per_litre,scraped_timestamp
Western Australia,2025-10-23,Perth,ULP,160.45,2025-10-23T02:43:47.297605
Western Australia,2025-10-23,Port Hedland,Diesel,168.3,2025-10-23T02:43:47.297669
Western Australia,2025-10-23,Port Hedland,ULP,171.03,2025-10-23T02:43:47.297674
Western Australia,2025-10-22,Broome,Diesel,176.36,2025-10-22T02:49:59.581556
Western Australia,2025-10-22,Broome,PULP,183.11,2025-10-22T02:49:59.581565
Western Australia,2025-10-22,Broome,ULP,173.11,2025-10-22T02:49:59.581562
Western Australia,2025-10-22,Esperance,Diesel,164.01,2025-10-22T02:49:59.581627
Western Australia,2025-10-22,Esperance,PULP,180.5,2025-10-22T02:49:59.581635
Western Australia,2025-10-22,Esperance,ULP,170.5,2025-10-22T02:49:59.581632
Western Australia,2025-10-22,Geraldton,Diesel,166.3,2025-10-22T02:49:59.581696
Western Australia,2025-10-22,Kalgoorlie,Diesel,165.96,2025-10-22T02:49:59.581761
Western Australia,2025-10-22,Kalgoorlie,ULP,164.77,2025-10-22T02:49:59.581766
Western Australia,2025-10-22,Perth,Diesel,161.87,2025-10-22T02:49:59.581847
Western Australia,2025-10-22,Perth,PULP,170.82,2025-10-22T02:49:59.581856
Western Australia,2025-10-22,Perth,ULP,160.82,2025-10-22T02:49:59.581852
Western Australia,2025-10-22,Port Hedland,Diesel,168.69,2025-10-22T02:49:59.581920
Western Australia,2025-10-22,Port Hedland,ULP,171.29,2025-10-22T02:49:59.581925
Western Australia,2025-10-21,Broome,Diesel,176.77,2025-10-21T02:45:38.913578
Western Australia,2025-10-21,Broome,PULP,183.16,2025-10-21T02:45:38.913585
Western Australia,2025-10-21,Broome,ULP,173.16,2025-10-21T02:45:38.913582
Western Australia,2025-10-21,Esperance,Diesel,164.43,2025-10-21T02:45:38.913635
Western Australia,2025-10-21,Esperance,PULP,180.52,2025-10-21T02:45:38.913642
Western Australia,2025-10-21,Esperance,ULP,170.52,2025-10-21T02:45:38.913639
Western Australia,2025-10-21,Geraldton,Diesel,166.82,2025-10-21T02:45:38.913693
Western Australia,2025-10-21,Kalgoorlie,Diesel,166.48,2025-10-21T02:45:38.913747
Western Australia,2025-10-21,Kalgoorlie,ULP,164.79,2025-10-21T02:45:38.913751
Western Australia,2025-10-21,Perth,Diesel,162.39,2025-10-21T02:45:38.913802
Western Australia,2025-10-21,Perth,PULP,170.84,2025-10-21T02:45:38.913809
Western Australia,2025-10-21,Perth,ULP,160.84,2025-10-21T02:45:38.913806
Western Australia,2025-10-21,Port Hedland,Diesel,169.1,2025-10-21T02:45:38.913860
Western Australia,2025-10-21,Port Hedland,ULP,171.33,2025-10-21T02:45:38.913864
Western Australia,2025-10-18,Broome,Diesel,177.54,2025-10-20T03:19:10.100226
Western Australia,2025-10-18,Broome,PULP,183.34,2025-10-20T03:19:10.100235
Western Australia,2025-10-18,Broome,ULP,173.34,2025-10-20T03:19:10.100231
Western Australia,2025-10-18,Esperance,Diesel,165.22,2025-10-20T03:19:10.100296
Western Australia,2025-10-18,Esperance,PULP,180.78,2025-10-20T03:19:10.100304
Western Australia,2025-10-18,Esperance,ULP,170.78,2025-10-20T03:19:10.100301
Western Australia,2025-10-18,Geraldton,Diesel,167.72,2025-10-20T03:19:10.100366
Western Australia,2025-10-18,Kalgoorlie,Diesel,167.37,2025-10-20T03:19:10.100431
Western Australia,2025-10-18,Kalgoorlie,ULP,165.05,2025-10-20T03:19:10.100436
Western Australia,2025-10-18,Perth,Diesel,163.28,2025-10-20T03:19:10.100501
Western Australia,2025-10-18,Perth,PULP,171.1,2025-10-20T03:19:10.100520
Western Australia,2025-10-18,Perth,ULP,161.1,2025-10-20T03:19:10.100511
Western Australia,2025-10-18,Port Hedland,Diesel,169.88,2025-10-20T03:19:10.100600
Western Australia,2025-10-18,Port Hedland,ULP,171.5,2025-10-20T03:19:10.100607
Western Australia,2025-10-17,Broome,Diesel,178.21,2025-10-17 03:51:28.197347
Western Australia,2025-10-17,Broome,PULP,183.29,2025-10-17 03:51:28.197357
Western Australia,2025-10-17,Broome,ULP,173.29,2025-10-17 03:51:28.197353
Western Australia,2025-10-17,Esperance,Diesel,165.91,2025-10-17 03:51:28.197419
Western Australia,2025-10-17,Esperance,PULP,180.63,2025-10-17 03:51:28.197427
Western Australia,2025-10-17,Esperance,ULP,170.63,2025-10-17 03:51:28.197424
Western Australia,2025-10-17,Geraldton,Diesel,168.3,2025-10-17 03:51:28.197487
Western Australia,2025-10-17,Kalgoorlie,Diesel,167.96,2025-10-17 03:51:28.197551
Western Australia,2025-10-17,Kalgoorlie,ULP,164.9,2025-10-17 03:51:28.197556
Western Australia,2025-10-17,Perth,Diesel,163.86,2025-10-17 03:51:28.197616
Western Australia,2025-10-17,Perth,PULP,170.95,2025-10-17 03:51:28.197625
Western Australia,2025-10-17,Perth,ULP,160.95,2025-10-17 03:51:28.197621
Western Australia,2025-10-17,Port Hedland,Diesel,170.58,2025-10-17 03:51:28.197684
Western Australia,2025-10-17,Port Hedland,ULP,171.44,2025-10-17 03:51:28.197689
